/opt/homebrew/Caskroom/miniconda/base/lib/python3.13/site-packages/genesis/engine/solvers/rigid/support_field_decomp.py:72: RuntimeWarning: divide by zero encountered in matmul
  dot_chunk = v1[i:end] @ this_pos.T
/opt/homebrew/Caskroom/miniconda/base/lib/python3.13/site-packages/genesis/engine/solvers/rigid/support_field_decomp.py:72: RuntimeWarning: overflow encountered in matmul
  dot_chunk = v1[i:end] @ this_pos.T
/opt/homebrew/Caskroom/miniconda/base/lib/python3.13/site-packages/genesis/engine/solvers/rigid/support_field_decomp.py:72: RuntimeWarning: invalid value encountered in matmul
  dot_chunk = v1[i:end] @ this_pos.T
/opt/homebrew/Caskroom/miniconda/base/lib/python3.13/site-packages/genesis/engine/solvers/rigid/rigid_solver_decomp.py:357: RuntimeWarning: divide by zero encountered in matmul
  mass_mat_inv = (mass_mat_L_inv * mass_mat_D_inv[:, i_b]) @ mass_mat_L_inv.T
/opt/homebrew/Caskroom/miniconda/base/lib/python3.13/site-packages/genesis/engine/solvers/rigid/rigid_solver_decomp.py:357: RuntimeWarning: overflow encountered in matmul
  mass_mat_inv = (mass_mat_L_inv * mass_mat_D_inv[:, i_b]) @ mass_mat_L_inv.T
/opt/homebrew/Caskroom/miniconda/base/lib/python3.13/site-packages/genesis/engine/solvers/rigid/rigid_solver_decomp.py:357: RuntimeWarning: invalid value encountered in matmul
  mass_mat_inv = (mass_mat_L_inv * mass_mat_D_inv[:, i_b]) @ mass_mat_L_inv.T
/opt/homebrew/Caskroom/miniconda/base/lib/python3.13/site-packages/gstaichi/lang/ast/ast_transformers/call_transformer.py:225: DeprecationWarning: keyword.__init__ got an unexpected keyword argument 'ctx'. Support for arbitrary keyword arguments is deprecated and will be removed in Python 3.15.
  kwarg_node = ast.keyword(
Actor MLP: Sequential(
  (0): Linear(in_features=36, out_features=512, bias=True)
  (1): ELU(alpha=1.0)
  (2): Linear(in_features=512, out_features=256, bias=True)
  (3): ELU(alpha=1.0)
  (4): Linear(in_features=256, out_features=128, bias=True)
  (5): ELU(alpha=1.0)
  (6): Linear(in_features=128, out_features=8, bias=True)
)
Critic MLP: Sequential(
  (0): Linear(in_features=36, out_features=512, bias=True)
  (1): ELU(alpha=1.0)
  (2): Linear(in_features=512, out_features=256, bias=True)
  (3): ELU(alpha=1.0)
  (4): Linear(in_features=256, out_features=128, bias=True)
  (5): ELU(alpha=1.0)
  (6): Linear(in_features=128, out_features=1, bias=True)
)
[WandB] Iter 0 | reward=-0.13 | loss=1.2342
[Plot] saved to logs/dodo-walking/metrics.png
[WandB] Iter 401 | reward=0.03 | loss=0.0076
[WandB] Iter 402 | reward=0.03 | loss=0.0098
[WandB] Iter 403 | reward=0.03 | loss=0.0095
[WandB] Iter 404 | reward=0.03 | loss=0.0077
[WandB] Iter 405 | reward=0.03 | loss=0.0091
[WandB] Iter 406 | reward=0.03 | loss=0.0088
[WandB] Iter 407 | reward=0.03 | loss=0.0080
[WandB] Iter 408 | reward=0.03 | loss=0.0088
[WandB] Iter 409 | reward=0.03 | loss=0.0066
[WandB] Iter 410 | reward=0.03 | loss=0.0076
[WandB] Iter 411 | reward=0.03 | loss=0.0054
[WandB] Iter 412 | reward=0.03 | loss=0.0050
[WandB] Iter 413 | reward=0.04 | loss=0.0051
[WandB] Iter 414 | reward=0.04 | loss=0.0078
[WandB] Iter 415 | reward=0.04 | loss=0.0050
[WandB] Iter 416 | reward=0.04 | loss=0.0066
[WandB] Iter 417 | reward=0.04 | loss=0.0050
[WandB] Iter 418 | reward=0.03 | loss=0.0066
[WandB] Iter 419 | reward=0.04 | loss=0.0048
[WandB] Iter 420 | reward=0.03 | loss=0.0046
[WandB] Iter 421 | reward=0.04 | loss=0.0047
[WandB] Iter 422 | reward=0.04 | loss=0.0047
[WandB] Iter 423 | reward=0.04 | loss=0.0041
[WandB] Iter 424 | reward=0.04 | loss=0.0042
[WandB] Iter 425 | reward=0.04 | loss=0.0051
[WandB] Iter 426 | reward=0.04 | loss=0.0046
[WandB] Iter 427 | reward=0.04 | loss=0.0042
[WandB] Iter 428 | reward=0.04 | loss=0.0045
[WandB] Iter 429 | reward=0.04 | loss=0.0040
[WandB] Iter 430 | reward=0.04 | loss=0.0045
[WandB] Iter 431 | reward=0.04 | loss=0.0060
[WandB] Iter 432 | reward=0.04 | loss=0.0048
[WandB] Iter 433 | reward=0.04 | loss=0.0056
[WandB] Iter 434 | reward=0.04 | loss=0.0048
[WandB] Iter 435 | reward=0.03 | loss=0.0077
[WandB] Iter 436 | reward=0.03 | loss=0.0067
[WandB] Iter 437 | reward=0.03 | loss=0.0057
[WandB] Iter 438 | reward=0.03 | loss=0.0075
[WandB] Iter 439 | reward=0.03 | loss=0.0060
[WandB] Iter 440 | reward=0.03 | loss=0.0052
[WandB] Iter 441 | reward=0.03 | loss=0.0071
[WandB] Iter 442 | reward=0.03 | loss=0.0079
[WandB] Iter 443 | reward=0.03 | loss=0.0061
[WandB] Iter 444 | reward=0.04 | loss=0.0055
[WandB] Iter 445 | reward=0.04 | loss=0.0069
[WandB] Iter 446 | reward=0.04 | loss=0.0053
[WandB] Iter 447 | reward=0.04 | loss=0.0047
[WandB] Iter 448 | reward=0.04 | loss=0.0048
[WandB] Iter 449 | reward=0.04 | loss=0.0058
[WandB] Iter 450 | reward=0.03 | loss=0.0056
[WandB] Iter 451 | reward=0.03 | loss=0.0061
[WandB] Iter 452 | reward=0.03 | loss=0.0052
[WandB] Iter 453 | reward=0.03 | loss=0.0060
[WandB] Iter 454 | reward=0.03 | loss=0.0064
[WandB] Iter 455 | reward=0.03 | loss=0.0053
[WandB] Iter 456 | reward=0.04 | loss=0.0055
[WandB] Iter 457 | reward=0.04 | loss=0.0048
[WandB] Iter 458 | reward=0.03 | loss=0.0069
[WandB] Iter 459 | reward=0.04 | loss=0.0063
[WandB] Iter 460 | reward=0.03 | loss=0.0054
[WandB] Iter 461 | reward=0.03 | loss=0.0045
[WandB] Iter 462 | reward=0.03 | loss=0.0073
[WandB] Iter 463 | reward=0.03 | loss=0.0075
[WandB] Iter 464 | reward=0.03 | loss=0.0081
[WandB] Iter 465 | reward=0.03 | loss=0.0060
[WandB] Iter 466 | reward=0.03 | loss=0.0080
[WandB] Iter 467 | reward=0.04 | loss=0.0044
[WandB] Iter 468 | reward=0.04 | loss=0.0046
[WandB] Iter 469 | reward=0.04 | loss=0.0049
[WandB] Iter 470 | reward=0.04 | loss=0.0059
[WandB] Iter 471 | reward=0.04 | loss=0.0067
[WandB] Iter 472 | reward=0.04 | loss=0.0057
[WandB] Iter 473 | reward=0.04 | loss=0.0046
[WandB] Iter 474 | reward=0.04 | loss=0.0050
[WandB] Iter 475 | reward=0.04 | loss=0.0050
[WandB] Iter 476 | reward=0.04 | loss=0.0045
[WandB] Iter 477 | reward=0.04 | loss=0.0047
[WandB] Iter 478 | reward=0.04 | loss=0.0042
[WandB] Iter 479 | reward=0.04 | loss=0.0098
[WandB] Iter 480 | reward=0.03 | loss=0.0072
[WandB] Iter 481 | reward=0.03 | loss=0.0102
[WandB] Iter 482 | reward=0.03 | loss=0.0106
[WandB] Iter 483 | reward=0.03 | loss=0.0081
[WandB] Iter 484 | reward=0.03 | loss=0.0118
[WandB] Iter 485 | reward=0.03 | loss=0.0061
[WandB] Iter 486 | reward=0.04 | loss=0.0067
[WandB] Iter 487 | reward=0.04 | loss=0.0056
[WandB] Iter 488 | reward=0.04 | loss=0.0048
[WandB] Iter 489 | reward=0.04 | loss=0.0046
[WandB] Iter 490 | reward=0.04 | loss=0.0038
[WandB] Iter 491 | reward=0.04 | loss=0.0044
[WandB] Iter 492 | reward=0.04 | loss=0.0046
[WandB] Iter 493 | reward=0.04 | loss=0.0051
[WandB] Iter 494 | reward=0.04 | loss=0.0051
[WandB] Iter 495 | reward=0.04 | loss=0.0082
[WandB] Iter 496 | reward=0.03 | loss=0.0062
[WandB] Iter 497 | reward=0.03 | loss=0.0056
[WandB] Iter 498 | reward=0.04 | loss=0.0038
[WandB] Iter 499 | reward=0.04 | loss=0.0055
[CustomRunner] ✅ Saved checkpoint to logs/dodo-walking/model_final.pt
=== Trained model saved at logs/dodo-walking/model_final.pt ===
[0m
